SalesAgentName,SalesAgentEmailAddress,ClientName,ClientIdentifier,BankName,AccountNumber,SortCode,Currency
"Adrian Smith","adriansmith475@somecompany8520.com","Dylan Green","AJYB4176","HSBC Bank Plc","80006552","710446","GBP"
"Jack Jackson","jackjackson318@somecompany0939.com","Lucas Mason","YDTI6770","Bank of Scotland plc","35371908","454751","EUR"
"Benjamin Jackson","benjaminjackson197@somecompany5430.com","Lucas Wright","RDVI6833","Lloyds Bank Plc","08809064","161292","AUD"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Adrian Clarke","RIFE2235","Bank of Scotland plc","13390709","563066","USD"
"Adrian Smith","adriansmith475@somecompany8520.com","Elijah Green","MUQJ6582","Standard Chartered Bank","91032640","181479","AUD"
"Richard Brown","richardbrown396@somecompany3795.com","David Robinson","NREX7365","Lloyds Bank Plc","70651623","073527","USD"
"Adrian Smith","adriansmith475@somecompany8520.com","Thomas Taylor","GUPF0156","Metro Bank PLC","60642514","030799","USD"
"Noel Mitchell","noelmitchell393@somecompany5028.com","Dylan Wood","VVQA3484","Barclays Bank Plc","14718823","086279","AUD"
"Adrian Wood","adrianwood780@somecompany0199.com","Jack Davis","FXEA3158","Clydesdale Bank Plc","87049510","310523","AUD"
"Jack Mitchell","jackmitchell27@somecompany8468.com","William Jackson","LUTB2700","Clydesdale Bank Plc","52187134","500080","USD"
"Benjamin Cox","benjamincox830@somecompany0720.com","William Mitchell","NNFX9474","HSBC Bank Plc","33159044","969004","AUD"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","Benjamin Jones","LNKA2963","Metro Bank PLC","19039893","946147","GBP"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","Mason Robinson","KRYB1685","Metro Bank PLC","17154143","550631","EUR"
"Liam Mason","liammason829@somecompany4245.com","Lucas Davis","HLVT2429","Yorkshire Bank","80713309","109196","EUR"
"Noah Williams","noahwilliams796@somecompany7382.com","Oliver Thomas","RVQC3257","Metro Bank PLC","16762279","662797","GBP"
"Noel Mitchell","noelmitchell393@somecompany5028.com","Mason Mason","WDYP1616","Metro Bank PLC","42696658","529549","GBP"
"Noah James","noahjames83@somecompany2687.com","Thomas Robinson","VVMH5600","Yorkshire Bank","96931397","471927","USD"
"Jack Jackson","jackjackson318@somecompany0939.com","Joseph Mitchell","UHFR6459","Metro Bank PLC","33023944","944638","AUD"
"Joseph Walker","josephwalker256@somecompany0692.com","Jack Mitchell","ADPN6410","Standard Chartered Bank","75877018","652143","USD"
"Charles Johnson","charlesjohnson502@somecompany0377.com","Thomas Evans","GMBW8506","Bank of Scotland plc","63444694","237381","USD"
"Richard Thomas","richardthomas153@somecompany8459.com","James Wilson","AOCH7949","Lloyds Bank Plc","26109452","072871","GBP"
"Jack Mitchell","jackmitchell27@somecompany8468.com","William Green","AXQT5213","Standard Chartered Bank","42393699","897257","AUD"
"Noel Mitchell","noelmitchell393@somecompany5028.com","Dylan Wood","VVQA3484","Barclays Bank Plc","11456392","909990","USD"
"Robert Johnson","robertjohnson1@somecompany6020.com","Adrian Green","MNVD4019","Standard Chartered Bank","61104257","621402","EUR"
"Charles Johnson","charlesjohnson502@somecompany0377.com","Michael Cox","CDAK2855","Metro Bank PLC","46089184","568856","USD"
"Adrian Wood","adrianwood780@somecompany0199.com","Jack Davis","FXEA3158","Clydesdale Bank Plc","01154735","389809","AUD"
"James James","jamesjames272@somecompany8044.com","Liam Jones","EWTF6539","Yorkshire Bank","29619347","766394","EUR"
"Richard Thomas","richardthomas153@somecompany8459.com","Mason Thomas","IBOS2773","Lloyds Bank Plc","66934421","504824","EUR"
"Oliver Wright","oliverwright31@somecompany3831.com","Thomas James","BDAU2125","Lloyds Bank Plc","88597842","207837","EUR"
"Robert Johnson","robertjohnson1@somecompany6020.com","Thomas White","KDRK5893","Barclays Bank Plc","41995395","483363","USD"
"Adrian Mitchell","adrianmitchell440@somecompany5429.com","Richard Thomas","JJHI2656","Bank of Scotland plc","25334161","776065","EUR"
"Adrian Wood","adrianwood780@somecompany0199.com","Jack Wright","RDXL8899","Lloyds Bank Plc","79931119","595036","GBP"
"Jack Jackson","jackjackson318@somecompany0939.com","Robert Davis","WEPY8764","Lloyds Bank Plc","44509829","246007","AUD"
"Noel Phillips","noelphillips688@somecompany2018.com","Dylan Wood","JMLA9842","HSBC Bank Plc","57558685","605608","USD"
"Logan Taylor","logantaylor653@somecompany2430.com","Jacob Robinson","LUBE1353","Metro Bank PLC","75378281","027298","USD"
"Lucas Brown","lucasbrown29@somecompany6394.com","Jack Mitchell","ABVC4120","Clydesdale Bank Plc","68427344","071326","AUD"
"Oliver Wright","oliverwright31@somecompany3831.com","John Green","GPXP4037","Yorkshire Bank","51418618","307741","GBP"
"Lucas Thompson","lucasthompson18@somecompany6810.com","Lucas Evans","WIQU0813","Yorkshire Bank","00847507","495387","GBP"
"Adrian Smith","adriansmith475@somecompany8520.com","Oliver Roberts","THUU6481","Metro Bank PLC","19099544","495526","GBP"
"Jack Jackson","jackjackson318@somecompany0939.com","Liam Wood","QFMB1251","HSBC Bank Plc","29794390","715525","GBP"
"Liam Mason","liammason829@somecompany4245.com","Logan Thomas","KEWR7074","Metro Bank PLC","10485113","144830","GBP"
"Adrian Smith","adriansmith475@somecompany8520.com","Elijah Evans","SDAL3202","HSBC Bank Plc","44940338","660169","EUR"
"Adrian Wood","adrianwood780@somecompany0199.com","John Taylor","HZQR4288","Standard Chartered Bank","12341411","605976","AUD"
"Lucas Thompson","lucasthompson18@somecompany6810.com","Noah Wilson","OTBD7823","Bank of Scotland plc","37060622","824444","GBP"
"Adrian Thompson","adrianthompson593@somecompany1422.com","Noel Evans","KLLA4268","Bank of Scotland plc","98908452","646182","USD"
"Thomas Jackson","thomasjackson880@somecompany8614.com","Benjamin Cox","BVKL1448","HSBC Bank Plc","11115307","518840","GBP"
"Noah James","noahjames83@somecompany2687.com","Elijah Davis","YLTB2020","Barclays Bank Plc","48670572","075277","USD"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","Mason Robinson","KRYB1685","Lloyds Bank Plc","77912457","540057","USD"
"Lucas Brown","lucasbrown29@somecompany6394.com","Logan James","DULH1056","Barclays Bank Plc","54892489","859012","AUD"
"Lucas Mason","lucasmason166@somecompany8978.com","Noel Thomas","UFGJ3459","Yorkshire Bank","44586362","292746","GBP"
"Jack Jackson","jackjackson318@somecompany0939.com","Robert Williams","WKBI5013","Yorkshire Bank","09956778","730049","GBP"
"David Mitchell","davidmitchell364@somecompany9806.com","Lucas Williams","RWRC6316","Bank of Scotland plc","65267559","279502","EUR"
"David Jones","davidjones463@somecompany5761.com","James Wright","UAMD1688","Yorkshire Bank","29373657","514535","AUD"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Charles Clarke","NSOL5335","Yorkshire Bank","15829750","630488","USD"
"Richard Thomas","richardthomas153@somecompany8459.com","William Jones","SUPM1568","Lloyds Bank Plc","91038416","887070","GBP"
"Joseph Walker","josephwalker256@somecompany0692.com","Liam Wright","NGXD4262","Standard Chartered Bank","90686033","692909","USD"
"Joseph Walker","josephwalker256@somecompany0692.com","Noah Wilson","XURE4795","Standard Chartered Bank","75991986","305793","USD"
"Richard Walker","richardwalker885@somecompany7591.com","Lucas Smith","NTGE8445","Metro Bank PLC","46726247","176354","GBP"
"Charles Davis","charlesdavis7@somecompany3124.com","Michael Evans","TQAO7996","HSBC Bank Plc","26510753","671537","GBP"
"Noel Mitchell","noelmitchell393@somecompany5028.com","Elijah Robinson","GUCI2137","Yorkshire Bank","20859744","668654","USD"
"Noah White","noahwhite636@somecompany3695.com","Jack Taylor","DBKU4734","Metro Bank PLC","62960869","672698","AUD"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","Oliver Taylor","XEBS1281","HSBC Bank Plc","67728812","204192","GBP"
"Charles Johnson","charlesjohnson502@somecompany0377.com","Benjamin James","TJEB8145","Clydesdale Bank Plc","98676100","065967","EUR"
"Joseph Walker","josephwalker256@somecompany0692.com","Jack Mitchell","ADPN6410","Lloyds Bank Plc","52607179","611611","EUR"
"Richard Thomas","richardthomas153@somecompany8459.com","Benjamin Taylor","KGXB5985","Clydesdale Bank Plc","25665870","675299","AUD"
"Richard Walker","richardwalker885@somecompany7591.com","Dylan Clarke","AROJ7559","Bank of Scotland plc","44281847","754418","GBP"
"Liam Mason","liammason829@somecompany4245.com","David Clarke","UJFI8298","Bank of Scotland plc","84790761","362040","USD"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Noel Wright","TEWU4392","Standard Chartered Bank","78033003","203002","AUD"
"Charles Johnson","charlesjohnson502@somecompany0377.com","Dylan Evans","ZOZY9368","Standard Chartered Bank","21360183","658802","AUD"
"Robert Johnson","robertjohnson8@somecompany6227.com","Oliver Walker","KHQH8172","Yorkshire Bank","77381750","741291","USD"
"Thomas Jackson","thomasjackson880@somecompany8614.com","Ian Walker","RQLJ6722","Yorkshire Bank","22317023","305730","EUR"
"Adrian Smith","adriansmith475@somecompany8520.com","Liam Clarke","IXCO2466","Bank of Scotland plc","72928201","310516","AUD"
"Jack Jackson","jackjackson318@somecompany0939.com","Robert Williams","WKBI5013","Yorkshire Bank","12894360","583384","GBP"
"David Mitchell","davidmitchell828@somecompany4273.com","Adrian Jackson","YDAU0896","Standard Chartered Bank","01870304","603774","AUD"
"Lucas Thompson","lucasthompson18@somecompany6810.com","William White","XUQI8318","Metro Bank PLC","81614077","286985","USD"
"Adrian Smith","adriansmith475@somecompany8520.com","Elijah Evans","SDAL3202","Yorkshire Bank","95247354","892356","AUD"
"Jack Evans","jackevans438@somecompany1820.com","Mason Thomas","KBUR2133","HSBC Bank Plc","36384379","312690","USD"
"Jack Jackson","jackjackson318@somecompany0939.com","Robert Mason","WQOA3178","Barclays Bank Plc","99760468","547636","GBP"
"Logan Taylor","logantaylor653@somecompany2430.com","Joseph Wood","PKMC0794","Yorkshire Bank","54704157","003263","EUR"
"Benjamin Walker","benjaminwalker460@somecompany2632.com","Jack Cox","CFPY6049","Standard Chartered Bank","65864139","121070","AUD"
"David Jackson","davidjackson775@somecompany0557.com","Sebastian Wilson","FXTA4567","Standard Chartered Bank","86739806","614419","USD"
"David Mitchell","davidmitchell828@somecompany4273.com","Michael Robinson","ABCW7667","Metro Bank PLC","23734485","212082","EUR"
"James Evans","jamesevans773@somecompany9894.com","Benjamin Robinson","LZFR1035","HSBC Bank Plc","66325634","225717","EUR"
"Robert Johnson","robertjohnson8@somecompany6227.com","Adrian Thomas","HCTL6522","Yorkshire Bank","89763037","530301","GBP"
"Jack Jackson","jackjackson318@somecompany0939.com","Mason Taylor","ORXB7787","Lloyds Bank Plc","74483319","107467","GBP"
"Jack Jackson","jackjackson318@somecompany0939.com","Oliver Thomas","EBRY8467","HSBC Bank Plc","29239426","922938","AUD"
"Adrian Wood","adrianwood780@somecompany0199.com","Dylan Mason","LKHO5200","Standard Chartered Bank","77310211","519919","EUR"
"Oliver Wright","oliverwright31@somecompany3831.com","John Brown","VIVW8562","Lloyds Bank Plc","77960361","402376","EUR"
"Charles Robinson","charlesrobinson388@somecompany3574.com","Oliver Thompson","CFMS5965","Metro Bank PLC","68630918","323485","USD"
"Noah Wilson","noahwilson84@somecompany1934.com","Robert Evans","UZLU0382","HSBC Bank Plc","39902387","314332","GBP"
"Charles Johnson","charlesjohnson502@somecompany0377.com","Noel Wright","TQHX7273","Lloyds Bank Plc","76807245","965269","GBP"
"Lucas Brown","lucasbrown29@somecompany6394.com","John Walker","VUKS2953","Barclays Bank Plc","84301843","172236","EUR"
"Richard Brown","richardbrown396@somecompany3795.com","Jack Brown","FHNV9447","Metro Bank PLC","95066491","072679","USD"
"David Jones","davidjones463@somecompany5761.com","Ian Wilson","ABCU3402","Yorkshire Bank","04209837","491641","GBP"
"Joseph Walker","josephwalker256@somecompany0692.com","Richard Jackson","VUXW3337","Clydesdale Bank Plc","63835210","248652","USD"
"Logan Taylor","logantaylor653@somecompany2430.com","Robert James","NWSR0202","Barclays Bank Plc","41278718","729634","EUR"
"Robert Johnson","robertjohnson8@somecompany6227.com","Oliver James","ORXS9360","Lloyds Bank Plc","64194281","576730","EUR"
"Adrian Thompson","adrianthompson593@somecompany1422.com","Oliver Jones","BIIC4946","Lloyds Bank Plc","47158852","888938","AUD"
"Adrian Wood","adrianwood780@somecompany0199.com","William Johnson","AHRA6233","HSBC Bank Plc","14857322","176661","EUR"
"Adrian Wood","adrianwood780@somecompany0199.com","Elijah Cox","IZPA8525","Barclays Bank Plc","51863326","111211","EUR"
"Adrian Thompson","adrianthompson593@somecompany1422.com","Noel Roberts","UWEA8651","Barclays Bank Plc","41540334","162588","GBP"
"Joseph Walker","josephwalker256@somecompany0692.com","Charles Clarke","FISS2199","Yorkshire Bank","33259346","276308","AUD"
"Lucas Brown","lucasbrown29@somecompany6394.com","Adrian James","QRLC2325","Lloyds Bank Plc","04760820","092593","USD"
"Richard Thomas","richardthomas153@somecompany8459.com","Liam Mitchell","JAZT8727","Bank of Scotland plc","55240829","425950","AUD"
"Adrian Wood","adrianwood780@somecompany0199.com","Elijah Wood","SXCR8251","Clydesdale Bank Plc","72487830","777305","AUD"
"Noel Mitchell","noelmitchell393@somecompany5028.com","Robert Robinson","YKZI8766","Standard Chartered Bank","98719972","048126","USD"
"Joseph Walker","josephwalker256@somecompany0692.com","Richard Williams","CNGP0072","Barclays Bank Plc","33387185","541761","AUD"
"Lucas Mason","lucasmason166@somecompany8978.com","Logan Walker","VVRY9033","Standard Chartered Bank","59762889","166221","EUR"
"Liam Mason","liammason829@somecompany4245.com","Noel Johnson","XKHL4241","Yorkshire Bank","02758522","330992","EUR"
"Oliver Clarke","oliverclarke993@somecompany6190.com","Lucas Roberts","XJQT2078","Standard Chartered Bank","12255693","636231","USD"
"Ian Evans","ianevans125@somecompany3220.com","Benjamin Taylor","JWKH0350","Bank of Scotland plc","62798980","478193","AUD"
"Adrian Wood","adrianwood780@somecompany0199.com","David Taylor","NMDA0204","Bank of Scotland plc","33058043","251386","AUD"
"Oliver Wright","oliverwright31@somecompany3831.com","John Brown","VIVW8562","Bank of Scotland plc","73992264","302171","AUD"
"Lucas Brown","lucasbrown29@somecompany6394.com","Joseph Walker","RIZG9128","Standard Chartered Bank","70852410","039914","USD"
"Richard Thomas","richardthomas153@somecompany8459.com","Elijah James","GKCN3919","Barclays Bank Plc","40593973","046612","USD"
"Benjamin Walker","benjaminwalker460@somecompany2632.com","Joseph Green","HNOG3946","Metro Bank PLC","49186049","105652","AUD"
"David Walker","davidwalker934@somecompany9943.com","Benjamin Wright","UMBX0937","Lloyds Bank Plc","71815541","244179","GBP"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","James Evans","LSQL9943","Barclays Bank Plc","79616595","157862","EUR"
"Noah Williams","noahwilliams796@somecompany7382.com","Noah Cox","XNWQ4775","Barclays Bank Plc","78138674","814599","AUD"
"Benjamin Walker","benjaminwalker460@somecompany2632.com","Michael Johnson","KNJK4834","Lloyds Bank Plc","87635155","953822","USD"
"Noah Wilson","noahwilson84@somecompany1934.com","Logan Williams","DIPN5975","Clydesdale Bank Plc","88889706","879188","EUR"
"David Jones","davidjones463@somecompany5761.com","John Jackson","KXNV1788","HSBC Bank Plc","87027348","229327","USD"
"Noah James","noahjames83@somecompany2687.com","Charles Williams","OCNJ0925","Bank of Scotland plc","33292061","421864","EUR"
"Adrian Smith","adriansmith475@somecompany8520.com","Oliver Roberts","THUU6481","Barclays Bank Plc","90109437","159414","USD"
"Noel Mitchell","noelmitchell393@somecompany5028.com","John Cox","BRBF5813","Lloyds Bank Plc","92529758","644658","AUD"
"Logan Wood","loganwood112@somecompany0924.com","Liam Thompson","SABG9784","Bank of Scotland plc","13308365","331543","EUR"
"Joseph Johnson","josephjohnson953@somecompany6572.com","William Jackson","QMQN1998","Bank of Scotland plc","36467777","046579","USD"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Joseph Wright","QGZA6574","Lloyds Bank Plc","25771867","875955","USD"
"Oliver Wright","oliverwright31@somecompany3831.com","John Green","GPXP4037","Yorkshire Bank","02994095","150881","GBP"
"James James","jamesjames272@somecompany8044.com","Oliver Taylor","XCKR0312","Clydesdale Bank Plc","32220788","746506","EUR"
"David Mitchell","davidmitchell828@somecompany4273.com","Charles Evans","YVNE5773","Barclays Bank Plc","49899540","964803","GBP"
"Richard Walker","richardwalker885@somecompany7591.com","Jacob Davis","UPHF9779","Barclays Bank Plc","33633653","579856","EUR"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Liam Wood","IPJN5806","Clydesdale Bank Plc","03629155","748051","USD"
"Charles Williams","charleswilliams974@somecompany5848.com","Ian Wood","YNRR9802","Barclays Bank Plc","66487531","854553","GBP"
"Adrian Mitchell","adrianmitchell440@somecompany5429.com","David James","XFGD6763","Bank of Scotland plc","77353742","013469","EUR"
"Charles Davis","charlesdavis7@somecompany3124.com","Jack Davis","IIVJ0481","Yorkshire Bank","63950505","069784","GBP"
"Adrian Smith","adriansmith475@somecompany8520.com","Adrian Smith","RNSS9690","Lloyds Bank Plc","07889544","471265","AUD"
"David Mitchell","davidmitchell828@somecompany4273.com","James Clarke","XNZS1901","Lloyds Bank Plc","06042007","177937","EUR"
"Charles Williams","charleswilliams974@somecompany5848.com","Ian Wood","YNRR9802","Lloyds Bank Plc","87237834","306447","USD"
"Richard Walker","richardwalker885@somecompany7591.com","Michael Roberts","TFQA0272","HSBC Bank Plc","42995251","592541","USD"
"Lucas Mason","lucasmason166@somecompany8978.com","Noel Wright","TIKM1906","Bank of Scotland plc","81198645","927657","AUD"
"Richard Brown","richardbrown396@somecompany3795.com","David Smith","TEPS3133","Bank of Scotland plc","19836558","756287","USD"
"Joseph Walker","josephwalker256@somecompany0692.com","Richard Williams","CNGP0072","Yorkshire Bank","67624332","635196","EUR"
"Adrian Smith","adriansmith475@somecompany8520.com","David Evans","RISJ2673","Clydesdale Bank Plc","88686495","476362","USD"
"Adrian Smith","adriansmith475@somecompany8520.com","Sebastian Wright","KQYB3242","Metro Bank PLC","98662014","220813","USD"
"Richard Brown","richardbrown396@somecompany3795.com","David Smith","TEPS3133","HSBC Bank Plc","53686591","241580","GBP"
"Jack Mitchell","jackmitchell27@somecompany8468.com","William Green","NWWL9857","Yorkshire Bank","61444849","187657","AUD"
"Noel Mitchell","noelmitchell393@somecompany5028.com","Noah White","OGTQ6205","HSBC Bank Plc","66066173","255188","USD"
"Jack Mitchell","jackmitchell27@somecompany8468.com","Noah White","TAIG8745","Lloyds Bank Plc","51665972","807560","EUR"
"Charles Johnson","charlesjohnson502@somecompany0377.com","Richard Wilson","GPDO4663","HSBC Bank Plc","53958586","042173","AUD"
"Ian Cox","iancox488@somecompany7140.com","Dylan Brown","JHWK4865","Bank of Scotland plc","79961671","578753","EUR"
"Oliver Wright","oliverwright31@somecompany3831.com","Oliver Walker","WUFR5103","Clydesdale Bank Plc","95429643","339855","AUD"
"Logan Wood","loganwood112@somecompany0924.com","Dylan Johnson","NDJI2448","Standard Chartered Bank","20685756","416908","EUR"
"Benjamin Cox","benjamincox830@somecompany0720.com","Thomas Williams","NXWF5967","Yorkshire Bank","57378582","329039","USD"
"David Mitchell","davidmitchell364@somecompany9806.com","Noah Taylor","WLYM9338","Lloyds Bank Plc","10794571","024114","USD"
"Liam Mason","liammason829@somecompany4245.com","Jacob Wood","ZRDV4194","Standard Chartered Bank","73946988","348196","GBP"
"Adrian Mitchell","adrianmitchell440@somecompany5429.com","Liam Jones","GLFM3993","Standard Chartered Bank","05673366","949017","AUD"
"David Mitchell","davidmitchell364@somecompany9806.com","Dylan Clarke","LOUR1116","HSBC Bank Plc","21576539","931912","AUD"
"Lucas Thompson","lucasthompson18@somecompany6810.com","Dylan Mason","MYPT8716","HSBC Bank Plc","37243882","711771","GBP"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","Jacob Thomas","QTGJ3859","Standard Chartered Bank","43939486","429757","USD"
"Jack Evans","jackevans438@somecompany1820.com","Jacob Evans","JNBK3476","Lloyds Bank Plc","67196974","220590","USD"
"Adrian Smith","adriansmith475@somecompany8520.com","John Green","CYNH3446","Yorkshire Bank","70712066","497718","EUR"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Jack Jackson","JPYN9513","Yorkshire Bank","08060727","476037","USD"
"Lucas Brown","lucasbrown29@somecompany6394.com","Oliver Wood","AKVV4647","Metro Bank PLC","41322754","865007","USD"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Ian Wilson","AMOD2181","Metro Bank PLC","91296069","476478","AUD"
"David Walker","davidwalker934@somecompany9943.com","Thomas Wilson","KXKM5595","Yorkshire Bank","76752770","871997","USD"
"Charles Johnson","charlesjohnson502@somecompany0377.com","William Smith","PSOU2720","Lloyds Bank Plc","25979122","434361","EUR"
"Lucas Thompson","lucasthompson18@somecompany6810.com","Noel Robinson","FCFN1173","Standard Chartered Bank","62934396","382122","AUD"
"Jack Evans","jackevans438@somecompany1820.com","Mason Thomas","KBUR2133","Barclays Bank Plc","06970870","970253","USD"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","Noah Wood","QZVO7606","Yorkshire Bank","82304273","175131","AUD"
"Adrian Wood","adrianwood780@somecompany0199.com","Oliver Taylor","TGAQ2660","Lloyds Bank Plc","91232859","223520","AUD"
"Richard Thomas","richardthomas153@somecompany8459.com","Michael Wright","AACP5704","HSBC Bank Plc","22122087","479513","USD"
"Richard Walker","richardwalker885@somecompany7591.com","Noel James","DVNH8476","Yorkshire Bank","47679018","119140","USD"
"Oliver Wright","oliverwright31@somecompany3831.com","Thomas James","BDAU2125","Yorkshire Bank","33860416","240606","USD"
"Charles Williams","charleswilliams974@somecompany5848.com","Elijah Roberts","IDJQ8441","Standard Chartered Bank","49064012","797318","GBP"
"Benjamin Walker","benjaminwalker460@somecompany2632.com","William Wilson","RHWX4202","Clydesdale Bank Plc","74660910","100649","EUR"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","Jacob Thomas","QTGJ3859","Bank of Scotland plc","96310689","531083","EUR"
"Adrian Thompson","adrianthompson593@somecompany1422.com","Jack James","AFOD0230","HSBC Bank Plc","52800302","559926","EUR"
"Benjamin Jackson","benjaminjackson197@somecompany5430.com","Noel White","NKIJ9942","Barclays Bank Plc","43044067","706452","GBP"
"Thomas Jackson","thomasjackson880@somecompany8614.com","Charles Wood","HSJN0142","Clydesdale Bank Plc","53845317","720600","EUR"
"Richard Walker","richardwalker885@somecompany7591.com","Jacob Brown","BBFU5069","Bank of Scotland plc","33633822","418049","GBP"
"David Mitchell","davidmitchell364@somecompany9806.com","Dylan Wood","VXNR5753","HSBC Bank Plc","32261507","436870","GBP"
"Adrian Smith","adriansmith475@somecompany8520.com","Dylan Green","AJYB4176","Standard Chartered Bank","71844469","976286","EUR"
"Lucas Brown","lucasbrown29@somecompany6394.com","John Johnson","NGOB6978","Bank of Scotland plc","03059589","800508","AUD"
"Joseph Walker","josephwalker256@somecompany0692.com","Charles Clarke","FISS2199","Clydesdale Bank Plc","70625329","662591","AUD"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","Joseph Phillips","AREF4126","Metro Bank PLC","90494836","375044","EUR"
"Liam Mason","liammason829@somecompany4245.com","Liam Thomas","ZHDT8202","HSBC Bank Plc","63937551","488593","AUD"
"David Mitchell","davidmitchell364@somecompany9806.com","Elijah Mitchell","KEGJ3895","Yorkshire Bank","82232527","720583","USD"
"Noah Wilson","noahwilson84@somecompany1934.com","Richard Robinson","VBFM5526","Bank of Scotland plc","04978634","621436","USD"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Noel Wright","TEWU4392","Lloyds Bank Plc","33996852","630236","EUR"
"David Jones","davidjones463@somecompany5761.com","Ian Wilson","ABCU3402","Clydesdale Bank Plc","87363444","655611","AUD"
"Liam Mason","liammason829@somecompany4245.com","Logan Phillips","OTDA9173","Yorkshire Bank","04709296","977276","USD"
"Logan Taylor","logantaylor653@somecompany2430.com","Richard Johnson","XJNG7481","HSBC Bank Plc","90779352","037476","AUD"
"Jack Mitchell","jackmitchell27@somecompany8468.com","Ian Mitchell","TVCH9369","Standard Chartered Bank","30444951","919076","EUR"
"Logan Taylor","logantaylor653@somecompany2430.com","Thomas Thompson","FAZF8784","Standard Chartered Bank","27460904","936628","EUR"
"Richard Brown","richardbrown396@somecompany3795.com","Ian Thomas","VHLO1981","Lloyds Bank Plc","94603260","170571","AUD"
"Lucas Mason","lucasmason166@somecompany8978.com","Noel Wright","TIKM1906","Barclays Bank Plc","44644727","855096","EUR"
"Logan Taylor","logantaylor653@somecompany2430.com","Thomas Thompson","FAZF8784","Metro Bank PLC","35308478","732851","EUR"
"David Walker","davidwalker934@somecompany9943.com","Charles Clarke","PLMF0268","Yorkshire Bank","36763145","063371","GBP"
"Noel Mitchell","noelmitchell393@somecompany5028.com","Benjamin Cox","NNWE4392","Clydesdale Bank Plc","51818355","874427","GBP"
"Noah Wilson","noahwilson84@somecompany1934.com","Richard Robinson","VBFM5526","Lloyds Bank Plc","42940583","032174","AUD"
"Noah James","noahjames83@somecompany2687.com","Charles Williams","OCNJ0925","Yorkshire Bank","24688151","350291","AUD"
"Noah Wilson","noahwilson84@somecompany1934.com","James Walker","BPBX2287","Lloyds Bank Plc","05787161","759045","USD"
"Joseph Walker","josephwalker256@somecompany0692.com","Liam Wright","NGXD4262","Barclays Bank Plc","39696146","127091","GBP"
"Logan Taylor","logantaylor653@somecompany2430.com","Dylan Walker","WVLL9826","Yorkshire Bank","28153570","339976","USD"
"David Jones","davidjones463@somecompany5761.com","William Jackson","WJKN6862","Bank of Scotland plc","68385868","268040","USD"
"Joseph Walker","josephwalker256@somecompany0692.com","Noah Wilson","XURE4795","Clydesdale Bank Plc","67754796","047626","EUR"
"Noah Wilson","noahwilson84@somecompany1934.com","William Robinson","QZDS7606","Bank of Scotland plc","11824208","216304","USD"
"Robert Johnson","robertjohnson1@somecompany6020.com","Mason Phillips","RFFE9878","Bank of Scotland plc","72139113","650848","AUD"
"Richard Brown","richardbrown396@somecompany3795.com","Ian Thomas","VHLO1981","Yorkshire Bank","34154665","079733","USD"
"Noah Wilson","noahwilson84@somecompany1934.com","William Robinson","QZDS7606","Barclays Bank Plc","46487703","981305","EUR"
"Liam Mason","liammason829@somecompany4245.com","Noel Mason","WLPV7378","HSBC Bank Plc","32705981","083034","USD"
"Oliver Wright","oliverwright31@somecompany3831.com","Noah Mason","ISIG6963","Lloyds Bank Plc","54692263","395039","AUD"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Joseph Wright","QGZA6574","Bank of Scotland plc","47508107","264547","AUD"
"Joseph Walker","josephwalker256@somecompany0692.com","William Evans","NGMG3570","Lloyds Bank Plc","86004632","661225","GBP"
"Ian Cox","iancox488@somecompany7140.com","Dylan Brown","JHWK4865","Bank of Scotland plc","39851212","380528","EUR"
"Richard Thomas","richardthomas153@somecompany8459.com","Lucas Jackson","TKUC0121","Standard Chartered Bank","74546298","553542","EUR"
"James James","jamesjames272@somecompany8044.com","Liam Phillips","MHKW0955","Metro Bank PLC","12301228","450965","USD"
"Noah Wilson","noahwilson84@somecompany1934.com","Michael Wilson","BONS2725","Yorkshire Bank","68207113","508836","USD"
"Richard Brown","richardbrown396@somecompany3795.com","Jacob Mason","YOGW0072","Lloyds Bank Plc","64871254","906884","GBP"
"Richard Thomas","richardthomas153@somecompany8459.com","Sebastian Jackson","HZLA7754","Clydesdale Bank Plc","22353516","901443","AUD"
"Benjamin Jackson","benjaminjackson197@somecompany5430.com","Michael Roberts","YACQ3523","Yorkshire Bank","74255927","414442","EUR"
"Oliver Wright","oliverwright31@somecompany3831.com","Liam Thompson","HKAP0495","Bank of Scotland plc","72348276","558734","GBP"
