SalesAgentName,SalesAgentEmailAddress,ClientName,ClientIdentifier,BankName,AccountNumber,SortCode,Currency
"Dylan Davis","dylandavis573@somecompany2139.com","Noah Davis","KKWL0323","Standard Chartered Bank","43256692","409865","AUD"
"Dylan Davis","dylandavis573@somecompany2139.com","Noah Thompson","SWVG7238","HSBC Bank Plc","51871334","018510","USD"
"Dylan Davis","dylandavis573@somecompany2139.com","Noah Thompson","SWVG7238","Standard Chartered Bank","84146851","849250","GBP"
"Dylan Davis","dylandavis573@somecompany2139.com","Jack Phillips","SGGF6314","Lloyds Bank Plc","91679939","688667","AUD"
"Dylan Davis","dylandavis573@somecompany2139.com","Jack Phillips","SGGF6314","Metro Bank PLC","31990917","305688","USD"
"Dylan Davis","dylandavis573@somecompany2139.com","Jack Brown","FSVF2572","Lloyds Bank Plc","60652999","555999","USD"
"Jack Taylor","jacktaylor122@somecompany8572.com","Elijah Williams","FWKG7761","HSBC Bank Plc","03883584","278732","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","Elijah Williams","FWKG7761","Barclays Bank Plc","49880901","711272","USD"
"Jack Taylor","jacktaylor122@somecompany8572.com","David Phillips","HHIX2131","HSBC Bank Plc","94411636","243036","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","David Phillips","HHIX2131","Barclays Bank Plc","45704968","978477","USD"
"Jack Taylor","jacktaylor122@somecompany8572.com","Noah Robinson","EIQZ0186","Metro Bank PLC","11967967","320975","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","Noah Robinson","EIQZ0186","HSBC Bank Plc","78850447","585445","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","Noah Robinson","EIQZ0186","Standard Chartered Bank","39778177","065451","EUR"
"Jack Taylor","jacktaylor122@somecompany8572.com","Noel Thomas","JBUC5672","Yorkshire Bank","42281268","855610","EUR"
"Jack Taylor","jacktaylor122@somecompany8572.com","William Brown","FIIO7810","Clydesdale Bank Plc","41950838","362357","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","Charles Walker","YSOE6708","Standard Chartered Bank","44601236","505277","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","Charles Walker","YSOE6708","Clydesdale Bank Plc","78763574","137252","EUR"
"Jack Taylor","jacktaylor122@somecompany8572.com","Charles Walker","YSOE6708","Barclays Bank Plc","25380212","367016","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","Charles James","BEBZ5971","Standard Chartered Bank","51034301","322474","USD"
"Jack Taylor","jacktaylor122@somecompany8572.com","Charles James","BEBZ5971","Metro Bank PLC","86253812","141293","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","Charles James","BEBZ5971","Standard Chartered Bank","32715368","584805","USD"
"Jack Taylor","jacktaylor122@somecompany8572.com","Charles James","BEBZ5971","Lloyds Bank Plc","68119356","971018","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","Charles Mason","DLTD1494","Lloyds Bank Plc","42269560","299970","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","Charles Mason","DLTD1494","Standard Chartered Bank","26675476","408576","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","Charles Mason","DLTD1494","Lloyds Bank Plc","40264506","217151","EUR"
"Jack Taylor","jacktaylor122@somecompany8572.com","Charles Mason","DLTD1494","Metro Bank PLC","92237199","561970","USD"
"Jack Taylor","jacktaylor122@somecompany8572.com","Richard Jones","PRWN3650","HSBC Bank Plc","76023154","477212","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","Richard Jones","PRWN3650","Standard Chartered Bank","31818121","508495","AUD"
"Jack Taylor","jacktaylor122@somecompany8572.com","Richard Jones","PRWN3650","Standard Chartered Bank","64285955","581063","EUR"
"Jack Taylor","jacktaylor122@somecompany8572.com","Jack Phillips","IIEL6539","Clydesdale Bank Plc","31598966","032452","EUR"
"Jack Taylor","jacktaylor122@somecompany8572.com","Jack Phillips","IIEL6539","Bank of Scotland plc","02524204","255186","USD"
"Jack Taylor","jacktaylor122@somecompany8572.com","Jack Phillips","IIEL6539","Metro Bank PLC","22232116","785028","AUD"
"Jack Taylor","jacktaylor122@somecompany8572.com","Robert Robinson","NELN8110","Clydesdale Bank Plc","44849622","027808","USD"
"Jack Taylor","jacktaylor122@somecompany8572.com","Robert Robinson","NELN8110","Lloyds Bank Plc","60237622","022740","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","Robert Robinson","NELN8110","Barclays Bank Plc","48230016","649686","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","Benjamin Jackson","LDVK6715","Metro Bank PLC","45899542","615686","EUR"
"Jack Taylor","jacktaylor122@somecompany8572.com","Benjamin Jackson","LDVK6715","Clydesdale Bank Plc","66441661","613014","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","Noel Phillips","FEQA6228","Yorkshire Bank","78227315","095786","USD"
"Jack Taylor","jacktaylor122@somecompany8572.com","Noel Phillips","FEQA6228","Standard Chartered Bank","13020983","346692","GBP"
"Jack Taylor","jacktaylor122@somecompany8572.com","Noel Phillips","FEQA6228","Clydesdale Bank Plc","77488138","365894","USD"
"Jack Taylor","jacktaylor122@somecompany8572.com","Noel Phillips","FEQA6228","Yorkshire Bank","78098698","988274","EUR"
"Oliver Jackson","oliverjackson966@somecompany1249.com","Elijah Wood","JJCK9169","Barclays Bank Plc","24185802","018170","EUR"
"Oliver Jackson","oliverjackson966@somecompany1249.com","Elijah Taylor","HVBY6654","HSBC Bank Plc","91043658","827697","AUD"
"Oliver Jackson","oliverjackson966@somecompany1249.com","Elijah Taylor","HVBY6654","Bank of Scotland plc","02506490","631274","USD"
"Oliver Jackson","oliverjackson966@somecompany1249.com","Elijah Taylor","HVBY6654","Barclays Bank Plc","95391371","486996","AUD"
"Oliver Jackson","oliverjackson966@somecompany1249.com","Elijah Taylor","HVBY6654","Clydesdale Bank Plc","05628885","198952","GBP"
"Oliver Jackson","oliverjackson966@somecompany1249.com","Thomas Robinson","RLKY9644","Standard Chartered Bank","79005822","802178","AUD"
"Oliver Jackson","oliverjackson966@somecompany1249.com","Thomas Robinson","RLKY9644","Bank of Scotland plc","58528303","938050","AUD"
"Oliver Jackson","oliverjackson966@somecompany1249.com","Thomas Robinson","RLKY9644","HSBC Bank Plc","20718847","085925","AUD"
"David Williams","davidwilliams79@somecompany6839.com","Noah Brown","DYDQ8188","Bank of Scotland plc","62738207","004629","EUR"
"David Williams","davidwilliams79@somecompany6839.com","Noah Brown","DYDQ8188","Yorkshire Bank","25903217","278177","USD"
"David Williams","davidwilliams79@somecompany6839.com","Noah Brown","DYDQ8188","Metro Bank PLC","05563291","968655","EUR"
"David Williams","davidwilliams79@somecompany6839.com","Thomas Wilson","ZIXP6309","Bank of Scotland plc","38036757","315958","GBP"
"David Williams","davidwilliams79@somecompany6839.com","James Roberts","FTDR2870","Lloyds Bank Plc","91541971","559899","AUD"
"David Williams","davidwilliams79@somecompany6839.com","James Roberts","FTDR2870","Standard Chartered Bank","30704805","739651","EUR"
"David Williams","davidwilliams79@somecompany6839.com","James Roberts","FTDR2870","Metro Bank PLC","90825176","002763","AUD"
"David Williams","davidwilliams79@somecompany6839.com","James Roberts","FTDR2870","Barclays Bank Plc","84572600","106890","EUR"
"David Williams","davidwilliams79@somecompany6839.com","Benjamin James","XYCP2121","Clydesdale Bank Plc","63835681","673297","GBP"
"David Williams","davidwilliams79@somecompany6839.com","Liam Wood","RYOV6348","Clydesdale Bank Plc","14516748","122223","AUD"
"David Williams","davidwilliams79@somecompany6839.com","Sebastian Taylor","ZIMU6341","Standard Chartered Bank","65975592","226233","USD"
"David Williams","davidwilliams79@somecompany6839.com","Sebastian Taylor","ZIMU6341","Barclays Bank Plc","63710347","887382","EUR"
"David Williams","davidwilliams79@somecompany6839.com","Sebastian Taylor","ZIMU6341","Lloyds Bank Plc","85162576","350607","GBP"
"David Williams","davidwilliams79@somecompany6839.com","Sebastian Taylor","ZIMU6341","Barclays Bank Plc","43603672","028676","USD"
"David Williams","davidwilliams79@somecompany6839.com","Mason Clarke","JTDR9160","Lloyds Bank Plc","27618694","551289","EUR"
"David Williams","davidwilliams79@somecompany6839.com","Mason Clarke","JTDR9160","Bank of Scotland plc","70871009","320745","USD"
"David Williams","davidwilliams79@somecompany6839.com","Mason Clarke","JTDR9160","Clydesdale Bank Plc","82935681","694091","AUD"
"David Williams","davidwilliams79@somecompany6839.com","Mason Clarke","JTDR9160","Barclays Bank Plc","18352032","778551","GBP"
"David Williams","davidwilliams79@somecompany6839.com","Benjamin Walker","JNXF5016","Barclays Bank Plc","59023865","191897","EUR"
"David Williams","davidwilliams79@somecompany6839.com","Robert Johnson","PNYK0174","Yorkshire Bank","33359167","662754","AUD"
"David Williams","davidwilliams79@somecompany6839.com","Robert Johnson","PNYK0174","Barclays Bank Plc","65616718","052198","USD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Oliver Davis","GCWA4484","Standard Chartered Bank","12615449","487121","AUD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Dylan Smith","BRXA9597","Lloyds Bank Plc","77042144","550148","EUR"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Jack Cox","VSFG2245","Bank of Scotland plc","30272816","739173","EUR"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Jack Cox","VSFG2245","Lloyds Bank Plc","59203018","942548","GBP"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Jack Cox","VSFG2245","Metro Bank PLC","23143295","601916","AUD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Jack Cox","VSFG2245","Yorkshire Bank","56643773","948756","GBP"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Jack James","WJFF2306","Clydesdale Bank Plc","81725497","153457","EUR"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Jack James","WJFF2306","Standard Chartered Bank","31997168","866343","USD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Jack Mitchell","MTTP2174","Standard Chartered Bank","93746498","645759","USD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Jack Mitchell","MTTP2174","Yorkshire Bank","76380611","281798","USD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Jack Mitchell","MTTP2174","Clydesdale Bank Plc","37848269","360997","GBP"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Jack Mitchell","MTTP2174","Standard Chartered Bank","13401082","261832","AUD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Dylan Green","JVBA0593","HSBC Bank Plc","61256265","411395","GBP"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Dylan Green","JVBA0593","Barclays Bank Plc","08616276","337138","GBP"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Lucas Jones","QCMQ1053","Yorkshire Bank","00848841","627445","GBP"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Lucas Jones","QCMQ1053","Clydesdale Bank Plc","55250475","906466","EUR"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Oliver Walker","RHLH2430","Clydesdale Bank Plc","61694850","089533","EUR"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Elijah Clarke","MBSK6688","Barclays Bank Plc","28193497","479705","USD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Elijah Clarke","MBSK6688","Yorkshire Bank","80917413","605250","GBP"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Elijah Clarke","MBSK6688","Lloyds Bank Plc","93727029","373416","AUD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Elijah Clarke","MBSK6688","Barclays Bank Plc","17879748","683387","GBP"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Lucas Johnson","VUUB1789","Yorkshire Bank","07290418","136188","EUR"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Lucas Johnson","VUUB1789","Yorkshire Bank","79165987","813060","AUD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Lucas Johnson","VUUB1789","Yorkshire Bank","95895423","642266","AUD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Lucas Johnson","VUUB1789","Yorkshire Bank","51088130","840800","GBP"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Joseph Thompson","FHCO3277","Barclays Bank Plc","66022454","000817","GBP"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Jack Jones","INFF7946","Yorkshire Bank","87101241","376557","GBP"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Jack Jones","INFF7946","HSBC Bank Plc","63134293","449491","AUD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Jack Jones","INFF7946","Lloyds Bank Plc","75629078","307577","AUD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Jack Jones","INFF7946","HSBC Bank Plc","13304455","876639","GBP"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Thomas Brown","WZEU4662","HSBC Bank Plc","43565435","871200","USD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","James Clarke","OKUN6799","Clydesdale Bank Plc","96323105","191857","USD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","James Clarke","OKUN6799","Barclays Bank Plc","95914325","765968","AUD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Dylan Brown","ODKX9898","Clydesdale Bank Plc","96800483","019648","USD"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Dylan Brown","ODKX9898","Metro Bank PLC","50832665","127061","GBP"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Dylan Brown","ODKX9898","Metro Bank PLC","39607491","045019","EUR"
"Lucas Thomas","lucasthomas207@somecompany7558.com","Dylan Brown","ODKX9898","Lloyds Bank Plc","41289613","039778","EUR"
"Adrian Jackson","adrianjackson258@somecompany4149.com","Noah James","UCQL1515","Standard Chartered Bank","27772045","142760","AUD"
"Adrian Jackson","adrianjackson258@somecompany4149.com","Noah James","UCQL1515","Metro Bank PLC","24921723","324872","EUR"
"Adrian Jackson","adrianjackson258@somecompany4149.com","Dylan Brown","TOMS8445","Clydesdale Bank Plc","10466537","626554","USD"
"Adrian Jackson","adrianjackson258@somecompany4149.com","Mason Smith","UXWZ5622","Lloyds Bank Plc","55766912","772288","EUR"
"Adrian Jackson","adrianjackson258@somecompany4149.com","Jacob Evans","BAHV8871","Barclays Bank Plc","48333820","409521","USD"
"Adrian Jackson","adrianjackson258@somecompany4149.com","Jacob Evans","BAHV8871","Standard Chartered Bank","35003630","212679","AUD"
"Liam Clarke","liamclarke843@somecompany9499.com","Lucas Mitchell","GHMU1505","Bank of Scotland plc","38752115","535230","GBP"
"Liam Clarke","liamclarke843@somecompany9499.com","James Johnson","KPYK7108","HSBC Bank Plc","11746412","042875","GBP"
"Liam Clarke","liamclarke843@somecompany9499.com","James Johnson","KPYK7108","Barclays Bank Plc","90835826","061905","USD"
"Liam Clarke","liamclarke843@somecompany9499.com","James Johnson","KPYK7108","HSBC Bank Plc","37446159","992916","AUD"
"Liam Clarke","liamclarke843@somecompany9499.com","Jacob Roberts","GAYJ8280","Bank of Scotland plc","21249849","066848","USD"
"Liam Clarke","liamclarke843@somecompany9499.com","Jacob Roberts","GAYJ8280","Lloyds Bank Plc","53547765","344091","EUR"
"Liam Clarke","liamclarke843@somecompany9499.com","Oliver Roberts","TWTU9319","Lloyds Bank Plc","84509175","582546","GBP"
"Liam Clarke","liamclarke843@somecompany9499.com","Oliver Roberts","TWTU9319","Lloyds Bank Plc","34981109","158742","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Adrian Wright","ZHFL0639","Yorkshire Bank","54746833","913542","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Adrian Wright","ZHFL0639","Bank of Scotland plc","26831311","069171","GBP"
"Jacob Cox","jacobcox644@somecompany9840.com","Adrian Wright","ZHFL0639","Barclays Bank Plc","59768425","645964","AUD"
"Jacob Cox","jacobcox644@somecompany9840.com","Adrian Wright","ZHFL0639","Bank of Scotland plc","10471371","363992","EUR"
"Jacob Cox","jacobcox644@somecompany9840.com","Charles Cox","YNLR1743","Metro Bank PLC","82468997","621116","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Charles Cox","YNLR1743","Barclays Bank Plc","13639785","535487","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Charles Cox","YNLR1743","Standard Chartered Bank","70312710","271897","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Jack Wood","OCSH7048","Lloyds Bank Plc","35899340","229415","GBP"
"Jacob Cox","jacobcox644@somecompany9840.com","Michael Wright","QSXU0912","HSBC Bank Plc","32646577","918633","EUR"
"Jacob Cox","jacobcox644@somecompany9840.com","William Cox","XDEN3423","Lloyds Bank Plc","59772060","558683","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","William Cox","XDEN3423","Lloyds Bank Plc","19352890","392892","GBP"
"Jacob Cox","jacobcox644@somecompany9840.com","William Cox","XDEN3423","Barclays Bank Plc","91293133","756422","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Ian Williams","IFZC2607","Clydesdale Bank Plc","78023566","131950","AUD"
"Jacob Cox","jacobcox644@somecompany9840.com","Ian Williams","IFZC2607","Standard Chartered Bank","24706460","992895","AUD"
"Jacob Cox","jacobcox644@somecompany9840.com","Richard Davis","NXLK0665","Yorkshire Bank","74682435","925319","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Richard Davis","NXLK0665","Clydesdale Bank Plc","37753414","583840","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Richard Davis","NXLK0665","Bank of Scotland plc","86353354","247551","EUR"
"Jacob Cox","jacobcox644@somecompany9840.com","Charles Thompson","JXVA5221","HSBC Bank Plc","15188445","689913","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Charles Thompson","JXVA5221","Yorkshire Bank","76931876","652810","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Charles Green","HRIV6072","Clydesdale Bank Plc","74756556","292274","GBP"
"Jacob Cox","jacobcox644@somecompany9840.com","Charles Green","HRIV6072","Clydesdale Bank Plc","26355789","066898","EUR"
"Jacob Cox","jacobcox644@somecompany9840.com","Charles Green","HRIV6072","Yorkshire Bank","04927725","550100","AUD"
"Jacob Cox","jacobcox644@somecompany9840.com","Charles Green","HRIV6072","Yorkshire Bank","62818270","684996","EUR"
"Jacob Cox","jacobcox644@somecompany9840.com","Ian Green","EINY5448","Yorkshire Bank","66998726","051878","EUR"
"Jacob Cox","jacobcox644@somecompany9840.com","Ian Green","OXXS9785","Metro Bank PLC","64702739","851239","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Ian Green","OXXS9785","Metro Bank PLC","13562611","200971","GBP"
"Jacob Cox","jacobcox644@somecompany9840.com","Jacob Phillips","APVB5956","Metro Bank PLC","02594164","974025","AUD"
"Jacob Cox","jacobcox644@somecompany9840.com","Noah Johnson","ETMX9896","Bank of Scotland plc","86065419","515545","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Noah Johnson","ETMX9896","Lloyds Bank Plc","09322322","532136","AUD"
"Jacob Cox","jacobcox644@somecompany9840.com","Noah Johnson","ETMX9896","Metro Bank PLC","26637848","486576","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Noah Johnson","ETMX9896","Yorkshire Bank","64703674","380219","EUR"
"Jacob Cox","jacobcox644@somecompany9840.com","Dylan Williams","HVXX8255","HSBC Bank Plc","76480359","893682","GBP"
"Jacob Cox","jacobcox644@somecompany9840.com","Dylan Williams","HVXX8255","Standard Chartered Bank","71642748","349755","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Dylan Williams","HVXX8255","Standard Chartered Bank","73664227","470256","AUD"
"Jacob Cox","jacobcox644@somecompany9840.com","Dylan Williams","HVXX8255","Metro Bank PLC","89539310","255548","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Joseph Robinson","XNOJ4598","Lloyds Bank Plc","62365286","918416","USD"
"Jacob Cox","jacobcox644@somecompany9840.com","Mason Thompson","JQKT7974","Lloyds Bank Plc","50403630","189196","USD"
"Michael Phillips","michaelphillips325@somecompany9958.com","John Cox","XLLY1120","Metro Bank PLC","80523777","267442","USD"
"Michael Phillips","michaelphillips325@somecompany9958.com","John Cox","XLLY1120","Bank of Scotland plc","16012585","467989","EUR"
"Michael Phillips","michaelphillips325@somecompany9958.com","John Cox","XLLY1120","Metro Bank PLC","35838658","132734","AUD"
"Michael Phillips","michaelphillips325@somecompany9958.com","John Cox","XLLY1120","Barclays Bank Plc","60960842","297708","AUD"
"Michael Phillips","michaelphillips325@somecompany9958.com","Thomas Clarke","CWLW2411","Yorkshire Bank","31206528","906515","GBP"
"Michael Phillips","michaelphillips325@somecompany9958.com","William Thompson","VILX8230","Standard Chartered Bank","74588581","771451","USD"
"Michael Phillips","michaelphillips325@somecompany9958.com","William Thompson","VILX8230","Standard Chartered Bank","45786453","374429","EUR"
"Michael Phillips","michaelphillips325@somecompany9958.com","William Thompson","VILX8230","Lloyds Bank Plc","74045876","701253","AUD"
"Michael Phillips","michaelphillips325@somecompany9958.com","Logan Brown","WVJX1391","Bank of Scotland plc","03870570","082681","GBP"
"Michael Phillips","michaelphillips325@somecompany9958.com","Logan Brown","WVJX1391","Lloyds Bank Plc","22809192","082837","EUR"
"Michael Phillips","michaelphillips325@somecompany9958.com","Jack Smith","OJFL1966","Metro Bank PLC","72927416","341846","EUR"
"Michael Phillips","michaelphillips325@somecompany9958.com","Jack Smith","OJFL1966","Barclays Bank Plc","38723822","574708","USD"
"Robert Jackson","robertjackson496@somecompany8891.com","Robert Cox","ZLRY5795","Yorkshire Bank","03897600","354990","GBP"
"Robert Jackson","robertjackson496@somecompany8891.com","Robert Cox","ZLRY5795","Barclays Bank Plc","83468647","278880","GBP"
"Robert Jackson","robertjackson496@somecompany8891.com","Robert Cox","ZLRY5795","Clydesdale Bank Plc","52886812","173269","EUR"
"Robert Jackson","robertjackson496@somecompany8891.com","Robert Cox","ZLRY5795","Metro Bank PLC","74951113","807971","USD"
"Robert Jackson","robertjackson496@somecompany8891.com","Joseph Evans","KREH4921","Bank of Scotland plc","32122204","151414","AUD"
"Robert Jackson","robertjackson496@somecompany8891.com","Joseph Evans","KREH4921","Lloyds Bank Plc","12495084","584499","USD"
"Robert Jackson","robertjackson496@somecompany8891.com","Joseph Evans","KREH4921","Bank of Scotland plc","50068465","181809","EUR"
"Robert Jackson","robertjackson496@somecompany8891.com","Jacob Williams","UAQQ5247","HSBC Bank Plc","75512190","337759","AUD"
"Robert Jackson","robertjackson496@somecompany8891.com","Jacob Williams","UAQQ5247","Metro Bank PLC","89352710","233957","USD"
"Robert Jackson","robertjackson496@somecompany8891.com","Jacob Williams","UAQQ5247","Barclays Bank Plc","72853069","053910","USD"
"Robert Jackson","robertjackson496@somecompany8891.com","Robert White","MMID1944","Standard Chartered Bank","70560502","023723","EUR"
"Robert Jackson","robertjackson496@somecompany8891.com","Robert White","MMID1944","Standard Chartered Bank","41818607","378518","GBP"
"Robert Jackson","robertjackson496@somecompany8891.com","Robert White","MMID1944","Standard Chartered Bank","18200696","026647","GBP"
"Robert Jackson","robertjackson496@somecompany8891.com","Robert White","MMID1944","Yorkshire Bank","53425791","972264","GBP"
"Robert Jackson","robertjackson496@somecompany8891.com","David Phillips","OLEM7722","Metro Bank PLC","94255997","473481","GBP"
"Robert Jackson","robertjackson496@somecompany8891.com","Jack Smith","ZRBL4917","Bank of Scotland plc","66037215","577744","EUR"
"Robert Jackson","robertjackson496@somecompany8891.com","Jack Smith","ZRBL4917","Clydesdale Bank Plc","11503536","236593","USD"
"Robert Jackson","robertjackson496@somecompany8891.com","Jack Smith","ZRBL4917","Standard Chartered Bank","18177065","956692","GBP"
"Robert Jackson","robertjackson496@somecompany8891.com","Jack Smith","ZRBL4917","Metro Bank PLC","70702770","240366","EUR"
"Robert Jackson","robertjackson496@somecompany8891.com","Ian Wilson","OOHY6149","Standard Chartered Bank","86691988","546410","EUR"
"Robert Jackson","robertjackson496@somecompany8891.com","William Jones","XJAL4076","Metro Bank PLC","45526925","701776","EUR"
"Robert Jackson","robertjackson496@somecompany8891.com","William Jones","XJAL4076","Standard Chartered Bank","31424320","067426","USD"
"Robert Jackson","robertjackson496@somecompany8891.com","Lucas Clarke","KZXJ7279","Yorkshire Bank","21537676","213134","GBP"
"Robert Jackson","robertjackson496@somecompany8891.com","Lucas Clarke","KZXJ7279","Yorkshire Bank","18307617","279931","USD"
"Robert Jackson","robertjackson496@somecompany8891.com","Lucas Clarke","KZXJ7279","Lloyds Bank Plc","83891466","962473","EUR"
"Robert Jackson","robertjackson496@somecompany8891.com","Ian White","BZQK1508","Bank of Scotland plc","67306820","528716","GBP"
"Robert Jackson","robertjackson496@somecompany8891.com","James Thompson","ZYCN6514","HSBC Bank Plc","12922591","327905","AUD"
"Robert Jackson","robertjackson496@somecompany8891.com","James Thompson","ZYCN6514","Bank of Scotland plc","93892922","819117","AUD"
"Robert Jackson","robertjackson496@somecompany8891.com","James Thompson","ZYCN6514","Barclays Bank Plc","98833645","698190","AUD"
"Robert Jackson","robertjackson496@somecompany8891.com","James Thompson","ZYCN6514","Lloyds Bank Plc","66576912","063168","GBP"
"Robert Jackson","robertjackson496@somecompany8891.com","Jacob Robinson","AFRN6392","Clydesdale Bank Plc","11382444","215066","USD"
"Robert Jackson","robertjackson496@somecompany8891.com","Jacob Robinson","AFRN6392","Metro Bank PLC","23989283","968192","AUD"
"Robert Jackson","robertjackson496@somecompany8891.com","Lucas Williams","BYHM8135","Barclays Bank Plc","09502906","343829","AUD"
"Robert Jackson","robertjackson496@somecompany8891.com","Lucas Williams","BYHM8135","Lloyds Bank Plc","53593248","634757","USD"
"Robert Jackson","robertjackson496@somecompany8891.com","William Thomas","JZEW9912","Bank of Scotland plc","41636260","038857","USD"
"Robert Jackson","robertjackson496@somecompany8891.com","Lucas James","COAB8568","Metro Bank PLC","45801334","601214","GBP"
"Robert Jackson","robertjackson496@somecompany8891.com","Lucas James","COAB8568","Metro Bank PLC","95444038","140431","EUR"
"Robert Jackson","robertjackson496@somecompany8891.com","Oliver Williams","QNNT6239","HSBC Bank Plc","18468260","492419","AUD"
"Robert Jackson","robertjackson496@somecompany8891.com","Elijah Wood","CNKL4277","Barclays Bank Plc","92057863","045056","USD"
"Mason Green","masongreen338@somecompany5880.com","Noah Cox","TIDV1041","Yorkshire Bank","76326773","007166","EUR"
"Mason Green","masongreen338@somecompany5880.com","Lucas Jones","AFPR0799","Metro Bank PLC","40040996","022121","AUD"
"Mason Green","masongreen338@somecompany5880.com","Lucas Jones","AFPR0799","Metro Bank PLC","35642740","102055","USD"
"Mason Green","masongreen338@somecompany5880.com","Lucas Jones","AFPR0799","Metro Bank PLC","81899207","793218","AUD"
"Mason Green","masongreen338@somecompany5880.com","Lucas Jones","AFPR0799","HSBC Bank Plc","84432437","593068","GBP"
"Mason Green","masongreen338@somecompany5880.com","William Robinson","JDGV6049","Clydesdale Bank Plc","31930810","193471","USD"
"Mason Green","masongreen338@somecompany5880.com","William Robinson","JDGV6049","Bank of Scotland plc","90188835","482073","AUD"
"Mason Green","masongreen338@somecompany5880.com","William Robinson","JDGV6049","Clydesdale Bank Plc","60330098","603929","USD"
"Mason Green","masongreen338@somecompany5880.com","Jack Smith","CLVW4583","Barclays Bank Plc","51371076","810903","GBP"
"Mason Green","masongreen338@somecompany5880.com","Jack Smith","CLVW4583","Standard Chartered Bank","53344161","245758","USD"
"Mason Green","masongreen338@somecompany5880.com","Jack Smith","CLVW4583","Metro Bank PLC","17256582","272261","USD"
"Mason Green","masongreen338@somecompany5880.com","Jack Smith","CLVW4583","Lloyds Bank Plc","66950374","525749","GBP"
"Mason Green","masongreen338@somecompany5880.com","Mason Jones","UHCQ1941","Metro Bank PLC","83500919","896707","GBP"
